Logement,Name,Type,Surface,Price,Lieu,Chambres,Pièces,Etage
Logement en colocation,Logement en colocation pour 4 personnes de 69m²,Chambre 2 de 9m2,9 m²,885€,7A Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 69m²,Chambre 3 de 10m2,10 m²,915€,7A Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 69m²,Chambre 4 de 9m2,9 m²,885€,7A Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement entier,Logement entier pour 4 personnes de 52m²,Logement entier,52 m²,N/A,"18 Rue des Belles Feuilles, 75016 Paris, France",N/A,N/A,N/A
Logement entier,Logement entier pour 6 personnes de 47m²,Logement entier,47 m²,N/A,"22 Rue Hermel, 75018 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 95m²,Chambre 3 de 11m2,11 m²,960€,11 Rue Lasson 75012 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 95m²,Chambre 3 de 20m2,20 m²,950€,11 Rue Lasson 75012 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 95m²,Chambre 1 de 13m2,13 m²,990€,11 Rue Lasson 75012 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 95m²,Chambre 2 de 23m2,23 m²,981€,11 Rue Lasson 75012 Paris FR,N/A,N/A,N/A
Logement entier,Studio de 23m²,Logement entier,23 m²,N/A,"9 Rue de Mézières, 75006 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 72m²,Chambre 2 de 11m2,11 m²,925€,7 Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 72m²,Chambre 4 de 9m2,9 m²,880€,7 Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 5 de 11m2,11 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 1 de 9m2,9 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 2 de 12m2,12 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 3 de 11m2,11 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 4 de 12m2,12 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 120m²,Chambre 6 de 13m2,13 m²,1090€,"3 Place Balard , 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement entier,Studio de 24m²,Logement entier,24 m²,N/A,"14 Av. Jean Aicard, 75011 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 22m²,Logement entier,22 m²,N/A,"Rue du Couëdic, 75014 Paris, France",N/A,N/A,N/A
Logement entier,Logement en colocation pour 1 personne de 34m²,Logement entier,34 m²,N/A,5 Avenue Taillade 75020 Paris FR,N/A,N/A,N/A
Logement entier,Studio de 25m²,Logement entier,25 m²,N/A,"11 Bd Suchet, 75016 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 14m²,Logement entier,14 m²,N/A,"24 Rue de la Verrerie, 75004 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 134m²,Chambre 5 de 12m2,12 m²,1010€,76 Rue Lecourbe 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 134m²,Chambre 1 de 14m2,14 m²,1010€,76 Rue Lecourbe 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 134m²,Chambre 2 de 21m2,21 m²,1010€,76 Rue Lecourbe 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 134m²,Chambre de 24m2,24 m²,1100€,76 Rue Lecourbe 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 68m²,Chambre 4 de 9m2,9 m²,870€,7 Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 68m²,Chambre 2 de 9m2,9 m²,870€,7 Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
Logement entier,Logement entier pour 4 personnes de 42m²,Logement entier,42 m²,N/A,"18 Rue Ferdinand Flocon, 75018 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 35m²,Logement entier,35 m²,N/A,"Rue de Romainville, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 70m²,Chambre 3 de 14m2,14 m²,1000€,135 Rue Clignancourt 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 70m²,Chambre 1 de 22m2,22 m²,1035€,135 Rue Clignancourt 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 70m²,Chambre 2 de 16m2,16 m²,930€,135 Rue Clignancourt 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 82m²,Chambre 4 de 11m2,11 m²,1080€,"14 Pl. Etienne Pernet, 75015 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 82m²,Chambre 1 de 13m2,13 m²,1140€,"14 Pl. Etienne Pernet, 75015 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 82m²,Chambre 2 de 11m2,11 m²,1120€,"14 Pl. Etienne Pernet, 75015 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 82m²,Chambre 3 de 11m2,11 m²,1080€,"14 Pl. Etienne Pernet, 75015 Paris, France",N/A,N/A,N/A
Logement entier,Logement en colocation pour 4 personnes de 88m²,Logement entier,88 m²,N/A,124 Boulevard Auguste Blanqui 75013 Paris FR,N/A,N/A,N/A
Logement entier,Studio de 35m²,Logement entier,35 m²,N/A,"8 Rue des Boulangers, 75005 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 25m²,Logement entier,25 m²,N/A,"125 Bd Bessières, 75017 Paris, France",N/A,N/A,N/A
Logement entier,Logement entier pour 1 personne de 38m²,Logement entier,38 m²,N/A,"11 Rue de Navarre, 75005 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 22m²,Logement entier,22 m²,N/A,"3 Rue Alfred Dehodencq, 75116 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 4 de 12m2,12 m²,1070€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 1 de 10m2,10 m²,1030€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 2 de 10m2,10 m²,1030€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 3 de 10m2,10 m²,1030€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 5 de 14m2,14 m²,1100€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 129m²,Chambre 6 de 14m2,14 m²,1100€,"42 rue Oradour sur Glanne, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
